Protein	BinNumber	BinName	TrivialName
at1g56930	GMM:29.2.7.1.19	protein.synthesis.transfer RNA.nucleus.tRNA-Tyr	35.2
at5g08570	GMM:4.1.14	glycolysis.cytosolic branch.pyruvate kinase (PK)	35.2
at3g51760	35.2	35.2	35.2
at5g07715	35.2	35.2	35.2
at1g35390	GMM:28.1.1.2	DNA.synthesis/chromatin structure.retrotransposon/transposase.non-LTR retrotransposon	35.2
at5g42480	GMM:20.2.1	stress.abiotic.heat	ARC6
at5g48980	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at1g20300	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	35.2
at5g65770	35.2	35.2	LINC4
at4g03376	35.2	35.2	35.2
at3g48630	35.2	35.2	35.2
at4g11630	GMM:29.2.1.1.3.2.19	protein.synthesis.ribosomal protein.prokaryotic.unknown organellar.50S subunit.L19	35.2
at5g05370	GMM:9.5	mitochondrial electron transport / ATP synthesis.cytochrome c reductase	35.2
at1g68960	35.2	35.2	35.2
at1g25320	GMM:30.2.3	signalling.receptor kinases.leucine rich repeat III	35.2
at3g32904	35.2	35.2	35.2
at3g56250	GMM:35.2	not assigned.unknown	35.2
at1g08117	35.2	35.2	35.2
at4g32480	35.2	35.2	35.2
at4g04175	GMM:28.1	DNA.synthesis/chromatin structure	35.2
at1g08667	35.2	35.2	35.2
at1g11500	GMM:35.2	not assigned.unknown	35.2
at1g25460	GMM:16.8.3	secondary metabolism.flavonoids.dihydroflavonols	35.2
at3g62990	35.2	35.2	35.2
at5g28076	35.2	35.2	35.2
at5g17670	35.2	35.2	35.2
at3g32024	35.2	35.2	35.2
at4g03160	35.2	35.2	35.2
at3g02590	GMM:17.3.1.2.6	hormone metabolism.brassinosteroid.synthesis-degradation.sterols.DWF7	35.2
at4g00670	GMM:27.3.99	RNA.regulation of transcription.unclassified	35.2
at1g29550	GMM:29.2.3	protein.synthesis.initiation	35.2
at2g38010	GMM:11.8.1.1	"lipid metabolism.exotics (steroids, squalene etc).sphingolipids.ceramidase"	35.2
at5g56690	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at3g62170	GMM:10.8.1	cell wall.pectinesterases.PME	VGDH2
at1g09880	GMM:10.6.3	cell wall.degradation.pectate lyases and polygalacturonases	35.2
at5g32620	35.2	35.2	35.2
at5g28523	GMM:28.1.1.2	DNA.synthesis/chromatin structure.retrotransposon/transposase.non-LTR retrotransposon	35.2
at3g13223	GMM:29.2.7.1.11	protein.synthesis.transfer RNA.nucleus.tRNA-Leu	35.2
at3g26310	GMM:26.10	misc.cytochrome P450	CYP71B35
at5g11730	35.2	35.2	35.2
at5g28870	35.2	35.2	35.2
at1g68680	35.2	35.2	35.2
at1g69320	GMM:33.99	development.unspecified	CLE10
at2g03240	GMM:34.7	transport.phosphate	35.2
at5g44875	GMM:28.1.1.7	DNA.synthesis/chromatin structure.retrotransposon/transposase.mutator-like transposase	35.2
at1g08003	35.2	35.2	35.2
at5g42440	GMM:30.2.10	signalling.receptor kinases.leucine rich repeat X	35.2
at1g78760	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at4g28160	GMM:10.5.4	cell wall.cell wall proteins.HRGP	35.2
at5g41860	35.2	35.2	35.2
at5g50801	35.2	35.2	35.2
at5g37800	GMM:27.3.6	RNA.regulation of transcription.basic helix-loop-helix family (bHLH)	RSL1;ATRSL1
at1g51760	GMM:17.2.1	hormone metabolism.auxin.synthesis-degradation	JR3;IAR3
at1g64810	GMM:29.8	protein.assembly and cofactor ligation	APO1
at5g55770	GMM:35.1.26	not assigned.no ontology.DC1 domain containing protein	35.2
at4g09295	35.2	35.2	35.2
at2g46220	35.2	35.2	35.2
at1g74000	GMM:16.4.1	secondary metabolism.N misc.alkaloid-like	SS3
atcg01140	GMM:29.2.7.2.3	protein.synthesis.transfer RNA.plastid.tRNA-Asn	35.2
at1g69910	GMM:30.2.20	signalling.receptor kinases.wheat LRK10 like	35.2
at4g05645	35.2	35.2	35.2
at1g10720	GMM:27.3.86	RNA.regulation of transcription.BSD domain containing family	35.2
at5g42430	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at3g02330	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	35.2
at1g32440	GMM:4.2.14;GMM:11.1.30	glycolysis.plastid branch.pyruvate kinase (PK);lipid metabolism.FA synthesis and FA elongation.pyruvate kinase	PKp3
at3g49230	35.2	35.2	35.2
at5g49060	GMM:20.2.1	stress.abiotic.heat	35.2
atmg00470	35.2	35.2	ORF122A
at2g46572	GMM:32	"micro RNA, natural antisense etc"	35.2
at3g30490	35.2	35.2	35.2
at2g14280	GMM:28.1.1.2	DNA.synthesis/chromatin structure.retrotransposon/transposase.non-LTR retrotransposon	35.2
at2g43850	GMM:29.4	protein.postranslational modification	35.2
at1g27920	GMM:31.1;GMM:31.1.1.2.6	cell.organisation;cell.organisation.cytoskeleton.mikrotubuli.MAP65	MAP65-8
at4g34630	35.2	35.2	35.2
at2g40711	GMM:35.2	not assigned.unknown	35.2
at3g25260	GMM:34.13	transport.peptides and oligopeptides	35.2
at1g74220	35.2	35.2	35.2
at2g01700	35.2	35.2	35.2
at1g62860	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	35.2
at5g12360	GMM:35.2	not assigned.unknown	35.2
at1g07530	GMM:27.3.21	RNA.regulation of transcription.GRAS transcription factor family	GRAS2;SCL14;ATGRAS2
at1g58330	GMM:27.3.99	RNA.regulation of transcription.unclassified	ZW2
at1g49440	GMM:28.1.1.2	DNA.synthesis/chromatin structure.retrotransposon/transposase.non-LTR retrotransposon	35.2
at2g02780	GMM:30.2.6	signalling.receptor kinases.leucine rich repeat VI	35.2
at4g24920	GMM:29.3.4.99;GMM:35.2	protein.targeting.secretory pathway.unspecified;not assigned.unknown	35.2
at1g04453	35.2	35.2	35.2
at1g06983	35.2	35.2	35.2
at1g41760	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at2g41210	GMM:30.4.1	signalling.phosphinositides.phosphatidylinositol-4-phosphate 5-kinase	PIP5K5
at3g08650	GMM:34.12	transport.metal	35.2
at5g35190	GMM:35.1.42;GMM:35.2	not assigned.no ontology.proline rich family;not assigned.unknown	35.2
at1g29420	GMM:17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	35.2
at1g08483	35.2	35.2	35.2
at2g23760	GMM:27.3.22	RNA.regulation of transcription.homeobox transcription factor family (HB)	BLH4;SAW2
at3g20395	35.2	35.2	35.2
at1g76400	GMM:29.7	protein.glycosylation	35.2
at4g37520	GMM:26.12	misc.peroxidases	35.2
at2g06590	GMM:28.1.1.5	DNA.synthesis/chromatin structure.retrotransposon/transposase.CACTA-like transposase	35.2
at4g35410	GMM:29.3.4.99	protein.targeting.secretory pathway.unspecified	35.2
at1g32172	GMM:32	"micro RNA, natural antisense etc"	35.2
at2g09680	35.2	35.2	35.2
at1g67750	GMM:10.6.3	cell wall.degradation.pectate lyases and polygalacturonases	35.2
at4g27660	35.2	35.2	35.2
at4g18410	GMM:28.1.1.7	DNA.synthesis/chromatin structure.retrotransposon/transposase.mutator-like transposase	35.2
at2g09953	35.2	35.2	35.2
at4g04040	GMM:4.1.5	glycolysis.cytosolic branch.pyrophosphate-fructose-6-P phosphotransferase	MEE51
at2g00340	35.2	35.2	35.2
at3g49180	GMM:30.5	signalling.G-proteins	RID3
at4g05085	35.2	35.2	35.2
at1g08507	35.2	35.2	35.2
at5g29015	GMM:28.1.1.5	DNA.synthesis/chromatin structure.retrotransposon/transposase.CACTA-like transposase	35.2
at4g28068	35.2	35.2	35.2
at3g20090	GMM:26.10	misc.cytochrome P450	CYP705A18
at1g13608	GMM:20.1.7.12	stress.biotic.PR-proteins.PR12 (plant defensins)	35.2
at1g26773	35.2	35.2	35.2
at5g02655	35.2	35.2	35.2
at5g51845	GMM:20.1.7.12	stress.biotic.PR-proteins.PR12 (plant defensins)	35.2
at4g08871	GMM:28.1.1.5	DNA.synthesis/chromatin structure.retrotransposon/transposase.CACTA-like transposase	35.2
at2g08880	35.2	35.2	35.2
at4g14350	GMM:29.4	protein.postranslational modification	35.2
at1g08905	35.2	35.2	35.2
at1g19840	GMM:17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	35.2
at2g46180	GMM:31.4	cell.vesicle transport	GC4
at4g26940	GMM:26.2	misc.UDP glucosyl and glucoronyl transferases	35.2
at1g80740	GMM:27.3.46	RNA.regulation of transcription.DNA methyltransferases	CMT1;DMT4
at5g16770	GMM:27.3.25	RNA.regulation of transcription.MYB domain transcription factor family	AtMYB9;MYB9
at5g09960	GMM:35.2	not assigned.unknown	35.2
at5g06860	GMM:10.6.3	cell wall.degradation.pectate lyases and polygalacturonases	ATPGIP1;PGIP1
at4g10595	GMM:20.1.7	stress.biotic.PR-proteins	LCR2
at5g56544	GMM:29.1.19	protein.aa activation.arginine-tRNA ligase	35.2
at1g69030	GMM:35.1.8	not assigned.no ontology.BSD domain-containing protein	35.2
at2g24460	35.2	35.2	35.2
at3g29375	GMM:35.1	not assigned.no ontology	35.2
at4g05170	GMM:17.5.2	hormone metabolism.ethylene.signal transduction	35.2
at3g01295	35.2	35.2	35.2
at2g02710	GMM:30.11	signalling.light	PLPB;PLPA;PLPC
at4g27460	35.2	35.2	35.2
at1g53860	GMM:27.3.99	RNA.regulation of transcription.unclassified	35.2
at4g04440	GMM:28.1.1.3	DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon	35.2
at5g50280	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	EMB1006
at1g35570	35.2	35.2	35.2
at5g49448	35.2	35.2	CPuORF4
at2g06140	35.2	35.2	35.2
at2g07693	GMM:28.1.1.3	DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon	35.2
at2g13143	35.2	35.2	35.2
at1g31355	GMM:29.2.1.2.2.21	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L21	35.2
at4g25440	GMM:27.3.12	RNA.regulation of transcription.C3H zinc finger family	ZFWD1
at2g14520	GMM:35.1	not assigned.no ontology	35.2
at3g58030	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING	35.2
at5g57535	35.2	35.2	35.2
at5g00745	35.2	35.2	35.2
at3g44980	35.2	35.2	35.2
at4g35589	35.2	35.2	35.2
at1g74720	GMM:35.1.19	not assigned.no ontology.C2 domain-containing protein	QKY
at2g26110	35.2	35.2	35.2
at5g66240	GMM:33.99	development.unspecified	35.2
at2g28910	GMM:34.21	transport.calcium	CXIP4
at2g28560	GMM:28.2	DNA.repair	ATRAD51B
at4g37420	35.2	35.2	35.2
at1g68877	GMM:35.2	not assigned.unknown	35.2
at2g24380	GMM:29.2.7.1.2	protein.synthesis.transfer RNA.nucleus.tRNA-Arg	35.2
at4g17420	35.2	35.2	35.2
at4g38430	GMM:30.5	signalling.G-proteins	ROPGEF1;ATROPGEF1
at2g06905	35.2	35.2	35.2
at4g11210	GMM:20.1.7	stress.biotic.PR-proteins	35.2
at2g07213	GMM:32	"micro RNA, natural antisense etc"	35.2
at2g44383	GMM:27.3.99	RNA.regulation of transcription.unclassified	35.2
at1g05803	35.2	35.2	35.2
atcg00900	GMM:29.2.1.1.1.1.7	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.30S subunit.S7	RPS7.1
at3g11385	GMM:35.1.26	not assigned.no ontology.DC1 domain containing protein	35.2
at5g34846	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at5g01450	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING	35.2
at4g24860	GMM:29.5.9	protein.degradation.AAA type	35.2
at1g27700	35.2	35.2	35.2
at5g05445	35.2	35.2	35.2
at4g38250	GMM:34.3	transport.amino acids	35.2
at3g26940	GMM:29.4.1.57	protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII	CDG1
at3g46430	GMM:9.9	mitochondrial electron transport / ATP synthesis.F1-ATPase	35.2
at5g65650	35.2	35.2	35.2
at3g54890	GMM:1.1.2.1	PS.lightreaction.photosystem I.LHC-I	LHCA1
at4g07120	35.2	35.2	35.2
at4g03510	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING	ATRMA1;RMA1
at3g30391	35.2	35.2	35.2
at2g07380	GMM:28.99	DNA.unspecified	35.2
at1g76480	35.2	35.2	35.2
at1g73060	35.2	35.2	LPA3
at5g66810	GMM:35.2	not assigned.unknown	35.2
at4g25435	GMM:29.2.7.1.12	protein.synthesis.transfer RNA.nucleus.tRNA-Lys	35.2
atcg01020	GMM:29.2.1.1.1.2.32	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L32	35.2
at4g07950	GMM:27.3.50	RNA.regulation of transcription.general transcription	35.2
atcg00870	35.2	35.2	ORF77.1
at1g71850	35.2	35.2	35.2
at4g12330	GMM:16.8.3.3	secondary metabolism.flavonoids.dihydroflavonols.flavonoid 3'-monooxygenase	CYP706A7
at3g04120	GMM:4.1.8	glycolysis.cytosolic branch.glyceraldehyde 3-phosphate dehydrogenase (GAP-DH)	GAPC1;GAPC-1;GAPC
at5g57250	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	35.2
at3g12690	GMM:29.4	protein.postranslational modification	AGC1.5
at4g32205	GMM:28.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase	35.2
at1g58340	GMM:34.99	transport.misc	ZF14
at4g34370	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING	ATARI1;ARI1
at5g39370	35.2	35.2	35.2
at3g47000	GMM:10.6.1	"cell wall.degradation.cellulases and beta-1,4-glucanases"	35.2
at2g18410	35.2	35.2	35.2
at2g11670	GMM:28.1.1.5	DNA.synthesis/chromatin structure.retrotransposon/transposase.CACTA-like transposase	35.2
at3g33071	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at4g25770	35.2	35.2	35.2
at2g31820	GMM:31.1	cell.organisation	35.2
at4g03295	GMM:29.2.2.3.2	protein.synthesis.ribosome biogenesis.pre-rRNA processing and modifications.snoRNAs	35.2
at3g56040	35.2	35.2	UGP3
at1g52905	35.2	35.2	35.2
at2g19940	GMM:13.1.2.3.3	amino acid metabolism.synthesis.glutamate family.arginine.N-acetylglutamate-5-P reductase	35.2
at5g54100	35.2	35.2	35.2
at1g66350	GMM:17.6.2	hormone metabolism.gibberelin.signal transduction	RGL;RGL1
at2g08725	35.2	35.2	35.2
at4g03725	35.2	35.2	35.2
at1g31250	GMM:35.1.42	not assigned.no ontology.proline rich family	35.2
at3g33166	GMM:28.1.1.5	DNA.synthesis/chromatin structure.retrotransposon/transposase.CACTA-like transposase	35.2
at5g17270	GMM:35.1.27	not assigned.no ontology.tetratricopeptide repeat (TPR)	35.2
at5g56970	GMM:17.4.1	hormone metabolism.cytokinin.synthesis-degradation	ATCKX3;CKX3
at3g48210	35.2	35.2	35.2
at1g04410	GMM:8.2.9	TCA / organic transformation.other organic acid transformations.cyt MDH	35.2
at1g10395	GMM:35.2	not assigned.unknown	35.2
at1g72930	GMM:20.1.2	stress.biotic.receptors	TIR
at3g01316	GMM:29.2.2.3.2	protein.synthesis.ribosome biogenesis.pre-rRNA processing and modifications.snoRNAs	35.2
at1g06670	GMM:28.99	DNA.unspecified	NIH
at5g42730	35.2	35.2	35.2
at3g16460	GMM:17.7.3	hormone metabolism.jasmonate.induced-regulated-responsive-activated	35.2
at5g42325	GMM:27.3.67	RNA.regulation of transcription.putative transcription regulator	35.2
at2g01735	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING	RIE1
at4g34350	GMM:16.1.1.7	secondary metabolism.isoprenoids.non-mevalonate pathway.HDR	HDR;ISPH;CLB6
at1g16850	35.2	35.2	35.2
at4g05045	35.2	35.2	35.2
at1g18590	GMM:26.25;GMM:16.5.1.1.1.9	misc.sulfotransferase;secondary metabolism.sulfur-containing.glucosinolates.synthesis.aliphatic.sulfotransferase	SOT17;ATSOT17;ATST5C
at5g47910	GMM:20.1.1	stress.biotic.respiratory burst	ATRBOHD;RBOHD
at2g10940	GMM:26.21	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein	35.2
at3g30748	GMM:28.1.1.7	DNA.synthesis/chromatin structure.retrotransposon/transposase.mutator-like transposase	35.2
at5g62065	GMM:26.21	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein	35.2
at5g07445	35.2	35.2	35.2
at5g13240	GMM:27.3.99	RNA.regulation of transcription.unclassified	35.2
at3g60647	35.2	35.2	35.2
at1g06810	35.2	35.2	35.2
at3g03565	35.2	35.2	35.2
at5g52800	35.2	35.2	35.2
at3g07130	GMM:26.13	misc.acid and other phosphatases	ATPAP15;PAP15
at2g11880	35.2	35.2	35.2
at2g31230	GMM:17.5.2	hormone metabolism.ethylene.signal transduction	ATERF15;ERF15
at5g03570	GMM:34.12	transport.metal	ATIREG2;FPN2;IREG2
at1g75850	GMM:29.3.4.3	protein.targeting.secretory pathway.vacuole	VPS35B
at4g00232	35.2	35.2	35.2
at4g19006	GMM:29.5.11.20	protein.degradation.ubiquitin.proteasom	35.2
at2g17477	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at3g45650	GMM:34.13	transport.peptides and oligopeptides	NAXT1
at2g32620	GMM:10.2.1	cell wall.cellulose synthesis.cellulose synthase	CSLB02;ATCSLB2;ATCSLB02
at3g05395	35.2	35.2	35.2
at4g28790	GMM:27.3.6	RNA.regulation of transcription.basic helix-loop-helix family (bHLH)	35.2
at2g16575	35.2	35.2	35.2
at2g08765	35.2	35.2	35.2
at4g23250	GMM:30.2.17	signalling.receptor kinases.DUF 26	CRK17;EMB1290;DUF26-21;RKC1
at4g33680	GMM:13.1.3.5.3	amino acid metabolism.synthesis.aspartate family.lysine.LL-diaminopimelic acid aminotransferase	35.2
at4g24470	GMM:27.3.9	RNA.regulation of transcription.C2C2(Zn) GATA transcription factor family	TIFY1;ZIM;GATA25
at5g03550	35.2	35.2	35.2
at5g01965	35.2	35.2	35.2
at2g05133	35.2	35.2	35.2
at3g30727	GMM:28.1.1.2	DNA.synthesis/chromatin structure.retrotransposon/transposase.non-LTR retrotransposon	35.2
at5g36657	35.2	35.2	35.2
at3g02225	35.2	35.2	35.2
at5g33025	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at2g07784	GMM:28.1	DNA.synthesis/chromatin structure	35.2
at4g36110	GMM:17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	35.2
at2g00890	35.2	35.2	35.2
at5g09115	35.2	35.2	35.2
at5g27250	GMM:28.99	DNA.unspecified	35.2
at4g04800	GMM:29.4	protein.postranslational modification	MSRB3;ATMSRB3
at1g27310	GMM:29.3.1	protein.targeting.nucleus	NTF2A
at5g64180	GMM:35.2	not assigned.unknown	35.2
at1g31875	35.2	35.2	35.2
at3g43152	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at2g46620	GMM:29.5.9	protein.degradation.AAA type	35.2
at1g08927	35.2	35.2	35.2
at4g06643	GMM:35.2	not assigned.unknown	35.2
at4g28090	GMM:26.7	"misc.oxidases - copper, flavone etc"	sks10
at3g07275	35.2	35.2	35.2
at3g14830	GMM:35.2	not assigned.unknown	35.2
at5g39070	GMM:28.99	DNA.unspecified	35.2
at1g15620	35.2	35.2	35.2
at4g30310	GMM:3.3	minor CHO metabolism.sugar alcohols	35.2
at1g05163	35.2	35.2	35.2
at4g29720	GMM:26.7	"misc.oxidases - copper, flavone etc"	PAO5;ATPAO5
at2g04735	35.2	35.2	35.2
at1g53635	35.2	35.2	35.2
at3g18895	GMM:32	"micro RNA, natural antisense etc"	35.2
at3g53910	GMM:8.2.9	TCA / organic transformation.other organic acid transformations.cyt MDH	35.2
at3g02190	GMM:29.2.1.2.2.39	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L39	35.2
at1g68610	35.2	35.2	PCR11
at4g08765	GMM:28.1.1.3	DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon	35.2
at5g42060	35.2	35.2	35.2
at5g61990	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	35.2
at1g48450	35.2	35.2	35.2
at3g42476	GMM:28.1.1.3	DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon	35.2
at1g59680	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	EDA1
at2g06296	35.2	35.2	35.2
at5g55835	GMM:32	"micro RNA, natural antisense etc"	35.2
at4g08101	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at5g42760	GMM:26.6	misc.O-methyl transferases	35.2
at1g68590	GMM:29.2.1.1.1.1.83	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.30S subunit.PSRP3	35.2
at5g39160	GMM:20.2.99	stress.abiotic.unspecified	35.2
at5g41370	GMM:28.2	DNA.repair	XPB1;ATXPB1
at1g32830	35.2	35.2	35.2
at5g43740	GMM:20.1.7	stress.biotic.PR-proteins	35.2
at5g38250	GMM:30.2.20	signalling.receptor kinases.wheat LRK10 like	35.2
at5g47590	GMM:20.2.1	stress.abiotic.heat	35.2
at4g14100	35.2	35.2	35.2
at2g20860	GMM:18.11	Co-factor and vitamine metabolism.lipoic acid	35.2
at4g19950	35.2	35.2	35.2
at4g29270	GMM:26.13	misc.acid and other phosphatases	35.2
at1g10260	GMM:28.1	DNA.synthesis/chromatin structure	35.2
at5g00655	35.2	35.2	35.2
at4g05915	35.2	35.2	35.2
at5g15580	35.2	35.2	LNG1
at4g13380	GMM:33.99	development.unspecified	MEE56
at1g67980	GMM:16.2.1.6	secondary metabolism.phenylpropanoids.lignin biosynthesis.CCoAOMT	CCOAMT
at1g73890	GMM:26.21	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein	35.2
at3g55490	GMM:28.1	DNA.synthesis/chromatin structure	35.2
at1g06907	35.2	35.2	35.2
at3g02085	35.2	35.2	35.2
at1g05230	GMM:27.3.22	RNA.regulation of transcription.homeobox transcription factor family (HB)	HDG2
at5g00725	35.2	35.2	35.2
at2g29170	GMM:26.8	"misc.nitrilases, nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases"	35.2
at3g09165	GMM:28.1.1.7	DNA.synthesis/chromatin structure.retrotransposon/transposase.mutator-like transposase	35.2
at4g09130	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING	35.2
at2g13430	35.2	35.2	35.2
at1g22400	GMM:17.4.1	hormone metabolism.cytokinin.synthesis-degradation	ATUGT85A1;UGT85A1
at4g25250	GMM:26.18	misc.invertase/pectin methylesterase inhibitor family protein	35.2
at3g01130	GMM:35.2	not assigned.unknown	35.2
at5g51160	GMM:31.1	cell.organisation	35.2
at5g38350	GMM:20.1.7	stress.biotic.PR-proteins	35.2
at3g11840	GMM:27.3.64	RNA.regulation of transcription.PHOR1	PUB24
at5g37310	GMM:28.99	DNA.unspecified	35.2
at2g23900	GMM:10.6.3	cell wall.degradation.pectate lyases and polygalacturonases	35.2
at2g15630	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	35.2
at5g50950	GMM:8.1.8	TCA / organic transformation.TCA.fumarase	FUM2
at5g48580	GMM:31.3.1	cell.cycle.peptidylprolyl isomerase	FKBP15-2
at3g60955	GMM:26.10	misc.cytochrome P450	35.2
at2g10955	GMM:35.2	not assigned.unknown	35.2
at5g47030	GMM:9.9	mitochondrial electron transport / ATP synthesis.F1-ATPase	35.2
at1g77490	GMM:21.2.1	redox.ascorbate and glutathione.ascorbate	TAPX
